key	en	zh-CN	zh-TW	de	fr	ko	ja	es	pt-BR	ru	tr
spawns <count> copies in a row across your line of sight, <spacing> apart, grouped, then hands them to the placement mode	spawns <count> copies in a row across your line of sight, <spacing> apart, grouped, then hands them to the placement mode	沿视线方向横向排列 <count> 个副本，间距为 <spacing>，并编组后交给放置模式	沿視線方向橫向排列 <count> 個複本，間距為 <spacing>，並群組後交給放置模式	Erzeugt <count> Kopien quer zu deiner Blickrichtung im Abstand <spacing>, gruppiert sie und übergibt sie dem Platzierungsmodus	Crée <count> copies en ligne dans votre champ de vision, espacées de <spacing>, les groupe et passe au mode placement	시야를 가로지르는 줄에 <count>개 복사본을 <spacing> 간격으로 생성하고 그룹화한 뒤 배치 모드로 넘깁니다	視線を横切る列に<count>個を<spacing>間隔で生成し、グループ化して配置モードに渡します	Crea <count> copias en una fila frente a ti, separadas <spacing>, las agrupa y activa el modo de colocación	Gera <count> cópias em uma linha à sua frente, com <spacing> de distância, agrupa e abre o modo de posicionamento	Создаёт <count> копий поперёк направления взгляда с интервалом <spacing>, группирует и передаёт в режим размещения	Görüşünüz boyunca <spacing> aralıkla <count> kopya oluşturur, gruplar ve yerleştirme moduna geçirir
spawns <count> copies on a circle of <radius> in front of you, grouped, then hands them to the placement mode	spawns <count> copies on a circle of <radius> in front of you, grouped, then hands them to the placement mode	在你面前半径为 <radius> 的圆周上生成 <count> 个副本并编组，然后进入放置模式	在你面前半徑為 <radius> 的圓周上生成 <count> 個複本並群組，然後進入放置模式	Erzeugt <count> Kopien auf einem Kreis mit Radius <radius> vor dir, gruppiert sie und startet den Platzierungsmodus	Crée <count> copies sur un cercle de rayon <radius> devant vous, les groupe et passe au mode placement	앞쪽 반지름 <radius> 원 위에 <count>개 복사본을 생성하고 그룹화한 뒤 배치 모드로 넘깁니다	目の前の半径<radius>の円上に<count>個を生成し、グループ化して配置モードに渡します	Crea <count> copias en un círculo de radio <radius> delante de ti, las agrupa y activa el modo de colocación	Gera <count> cópias em um círculo de raio <radius> à sua frente, agrupa e abre o modo de posicionamento	Создаёт <count> копий по кругу радиуса <radius> перед вами, группирует и передаёт в режим размещения	Önünüzde yarıçapı <radius> olan bir daireye <count> kopya dizer, gruplar ve yerleştirme moduna geçirir
How each copy is turned. The line runs from left to right in front of you.\nyaw as set:       every copy keeps the yaw from the spawn options, no matter where it stands.\nalong the line:   the object's X axis points along the line (fences, walls, railings end to end).\nacross the line:  the object's X axis is turned 90 degrees to the line, all copies face the same way\n                  (benches, market stalls, tents side by side).	How each copy is turned. The line runs from left to right in front of you.\nyaw as set:       every copy keeps the yaw from the spawn options, no matter where it stands.\nalong the line:   the object's X axis points along the line (fences, walls, railings end to end).\nacross the line:  the object's X axis is turned 90 degrees to the line, all copies face the same way\n                  (benches, market stalls, tents side by side).	每个副本的朝向方式。直线从你面前的左侧延伸到右侧。\n保持当前偏航角：每个副本都使用生成选项中的偏航角。\n沿直线方向：物体的 X 轴沿直线排列（栅栏、墙和栏杆首尾相接）。\n垂直于直线：物体的 X 轴与直线垂直，所有副本朝向相同（长椅、摊位、帐篷并排）。	每個複本的朝向方式。直線從你面前的左側延伸到右側。\n保持目前偏航角：每個複本都使用生成選項中的偏航角。\n沿直線方向：物件的 X 軸沿直線排列（柵欄、牆和欄杆首尾相接）。\n垂直於直線：物件的 X 軸與直線垂直，所有複本朝向相同（長椅、攤位、帳篷並排）。	Ausrichtung jeder Kopie. Die Linie verläuft vor dir von links nach rechts.\nWinkel beibehalten: Alle Kopien nutzen den Spawn-Winkel.\nEntlang der Linie: Die X-Achse zeigt entlang der Linie (Zäune und Mauern aneinanderreihen).\nQuer zur Linie: Die X-Achse steht senkrecht, alle Kopien zeigen gleich (Bänke, Stände, Zelte nebeneinander).	Ausrichtung de chaque copie. La ligne va de gauche à droite devant vous.\nAngle défini : chaque copie garde l’angle des options de génération.\nLe long de la ligne : l’axe X suit la ligne (clôtures, murs et rampes bout à bout).\nEn travers : l’axe X est perpendiculaire, toutes les copies regardent pareil (bancs, étals, tentes côte à côte).	각 복사본의 방향입니다. 선은 앞쪽에서 왼쪽에서 오른쪽으로 이어집니다.\n설정된 요: 모든 복사본이 생성 옵션의 요 값을 유지합니다.\n선을 따라: 오브젝트 X축이 선을 따라갑니다(울타리, 벽, 난간을 잇는 경우).\n선 가로질러: X축이 선과 90도이며 모두 같은 방향을 향합니다(벤치, 노점, 텐트를 나란히 배치).	各コピーの向き。線は目の前を左から右へ伸びます。\n設定ヨー：生成オプションのヨーを維持します。\n線に沿う：オブジェクトのX軸を線に沿わせます（柵、壁、手すりを連結）。\n線に対して横向き：X軸を線に対して90度にし、全て同じ向きにします（ベンチ、屋台、テントなど）。	Orientación de cada copia. La línea va de izquierda a derecha delante de ti.\nGiro definido: cada copia conserva el giro de las opciones.\nA lo largo: el eje X sigue la línea (vallas, muros y barandillas en fila).\nA través: el eje X queda perpendicular y todas miran igual (bancos, puestos y tiendas).	Orientação de cada cópia. A linha vai da esquerda para a direita à sua frente.\nRotação definida: cada cópia mantém a rotação das opções.\nAo longo: o eixo X acompanha a linha (cercas, muros e corrimãos em sequência).\nAtravessado: o eixo X fica perpendicular e todas apontam para o mesmo lado (bancos, barracas, tendas).	Направление копий. Линия проходит слева направо перед вами.\nЗаданный угол: угол из параметров создания.\nВдоль линии: ось X вдоль линии (заборы, стены, перила в ряд).\nПоперёк: ось X перпендикулярна линии, все копии смотрят одинаково (скамьи, прилавки, палатки).	Kopyaların yönü. Çizgi önünüzde soldan sağa uzanır.\nSabit yaw: oluşturma seçeneklerindeki yaw korunur.\nÇizgi boyunca: X ekseni çizgiyi izler (çit, duvar, korkuluk sıraları).\nÇizgiye çapraz: X ekseni dik durur ve tüm kopyalar aynı yöne bakar (banklar, tezgâhlar, çadırlar).
How each copy on the ring is turned.\nyaw as set:    every copy keeps the yaw from the spawn options (all parallel, like a grid).\nX to center:   the object's X axis points at the middle of the ring: chairs around a table, seats around a fire.\nX outward:     the object's X axis points away from the middle: torches, statues or spikes facing out.	How each copy on the ring is turned.\nyaw as set:    every copy keeps the yaw from the spawn options (all parallel, like a grid).\nX to center:   the object's X axis points at the middle of the ring: chairs around a table, seats around a fire.\nX outward:     the object's X axis points away from the middle: torches, statues or spikes facing out.	圆环上每个副本的朝向方式。\n保持当前偏航角：每个副本都使用生成选项中的偏航角（彼此平行）。\nX 轴朝向中心：物体 X 轴指向圆心，适合围桌椅子或篝火座位。\nX 轴朝外：物体 X 轴背离圆心，适合朝外的火炬、雕像或尖刺。	圓環上每個複本的朝向方式。\n保持目前偏航角：每個複本都使用生成選項中的偏航角（彼此平行）。\nX 軸朝向中心：物件 X 軸指向圓心，適合圍桌椅子或營火座位。\nX 軸朝外：物件 X 軸背離圓心，適合朝外的火炬、雕像或尖刺。	Ausrichtung der Kopien auf dem Ring.\nWinkel beibehalten: Alle Kopien bleiben parallel.\nX zur Mitte: X-Achse zeigt zum Mittelpunkt (Stühle um Tisch oder Feuer).\nX nach außen: X-Achse zeigt nach außen (Fackeln, Statuen oder Spitzen).	Orientation des copies sur le cercle.\nAngle défini : les copies restent parallèles.\nX vers le centre : l’axe X pointe vers le centre (chaises autour d’une table ou d’un feu).\nX vers l’extérieur : l’axe X pointe dehors (torches, statues ou piques).	원형 배치의 방향입니다.\n설정된 요: 모든 복사본이 서로 평행합니다.\nX축이 중심을 향함: X축이 원의 중심을 향합니다(테이블이나 모닥불 주변 좌석).\nX축이 바깥을 향함: X축이 중심에서 바깥을 향합니다(횃불, 조각상, 가시).	円形配置の向きです。\n設定ヨー：すべて平行になります。\nX軸を中心へ：X軸を円の中心に向けます（テーブルや焚き火を囲む椅子）。\nX軸を外側へ：X軸を外に向けます（外向きのたいまつ、像、とげ）。	Orientación de las copias en el círculo.\nGiro definido: todas quedan paralelas.\nX hacia el centro: el eje X apunta al centro (sillas alrededor de una mesa o fuego).\nX hacia fuera: el eje X apunta hacia afuera (antorchas, estatuas o púas).	Orientação das cópias no círculo.\nRotação definida: todas ficam paralelas.\nX para o centro: o eixo X aponta para o centro (cadeiras ao redor de mesa ou fogueira).\nX para fora: o eixo X aponta para fora (tochas, estátuas ou estacas).	Направление копий на круге.\nЗаданный угол: все копии параллельны.\nОсь X к центру: ось направлена к центру (стулья у стола или костра).\nОсь X наружу: ось направлена от центра (факелы, статуи, шипы).	Çemberdeki kopyaların yönü.\nSabit yaw: tüm kopyalar paralel kalır.\nX merkeze dönük: X ekseni merkeze bakar (masa veya ateş çevresindeki sandalyeler).\nX dışa dönük: X ekseni dışarı bakar (meşaleler, heykeller, sivri kazıklar).
Empty the scene	Empty the scene	清空场景	清空場景	Szene leeren	Vider la scène	장면 비우기	シーンを空にする	Vaciar escena	Esvaziar cena	Очистить сцену	Sahneyi boşalt
Import .cdproj	Import .cdproj	导入 .cdproj	匯入 .cdproj	.cdproj importieren	Importer un .cdproj	.cdproj 가져오기	.cdprojをインポート	Importar .cdproj	Importar .cdproj	Импорт .cdproj	.cdproj içe aktar
Open folder	Open folder	打开文件夹	開啟資料夾	Ordner öffnen	Ouvrir le dossier	폴더 열기	フォルダーを開く	Abrir carpeta	Abrir pasta	Открыть папку	Klasörü aç
imported %s	imported %s	已导入 %s	已匯入 %s	%s importiert	%s importé	%s 가져옴	%sをインポートしました	%s importado	%s importado	Импортировано: %s	%s içe aktarıldı
import failed	import failed	导入失败	匯入失敗	Import fehlgeschlagen	Échec de l’importation	가져오기 실패	インポートに失敗しました	Error al importar	Falha ao importar	Ошибка импорта	İçe aktarma başarısız
saved %s (%d objects)	saved %s (%d objects)	已保存 %s（%d 个物体）	已儲存 %s（%d 個物件）	%s gespeichert (%d Objekte)	%s enregistré (%d objets)	%s 저장됨(오브젝트 %d개)	%sを保存しました（オブジェクト%d個）	%s guardado (%d objetos)	%s salvo (%d objetos)	Сохранено: %s (объектов: %d)	%s kaydedildi (%d nesne)
overwrote %s	overwrote %s	已覆盖 %s	已覆寫 %s	%s überschrieben	%s écrasé	%s 덮어씀	%sを上書きしました	%s sobrescrito	%s sobrescrito	Перезаписано: %s	%s üzerine yazıldı
